iso3	iso2	gadm1	gbif_name	type	area_sqkm	decimal_longitude	decimal_latitude	source_locality_name	source_reference	source
DOM	DO	DOM.24_1	San Cristóbal	ADM1	1201.6047290012643	-70.2	18.55	Provincia de San CristÃ³bal	https://www.geonames.org/	GeoNames
DOM	DO	DOM.26_1	San Juan	ADM1	3325.0518616682766	-71.25	18.83333	Provincia de San Juan	https://www.geonames.org/	GeoNames
DOM	DO	DOM.26_1	San Juan	ADM1	3325.0518616682766	-71.63333	19	Provincia de ElÃ­as PiÃ±a	https://www.geonames.org/	GeoNames
DOM	DO	DOM.28_1	Sánchez Ramírez	ADM1	1195.762020584734	-70.16667	19	Provincia SÃ¡nchez RamÃ­rez	https://www.geonames.org/	GeoNames
DOM	DO	DOM.29_1	Santiago Rodríguez	ADM1	1096.6504993890544	-71.33333	19.41667	Provincia de Santiago RodrÃ­guez	https://www.geonames.org/	GeoNames
DOM	DO	DOM.2_1	Bahoruco	ADM1	1300.88440387432	-71.35	18.5	Provincia de Baoruco	https://www.geonames.org/	GeoNames
DOM	DO	DOM.30_1	Santiago	ADM1	2789.436016623131	-70.88333	19.31667	Provincia de Santiago	https://www.geonames.org/	GeoNames
DOM	DO	DOM.31_1	Santo Domingo	ADM1	77.81410180789071	-69.93333	18.48333	Distrito Nacional	https://www.geonames.org/	GeoNames
DOM	DO	DOM.31_1	Santo Domingo	ADM1	77.81410180789071	-69.84874	18.56678	Provincia de Santo Domingo	https://www.geonames.org/	GeoNames
DOM	DO	DOM.32_1	Valverde	ADM1	767.2717406244755	-71.05	19.58333	Provincia de Valverde	https://www.geonames.org/	GeoNames
DOM	DO	DOM.3_1	Barahona	ADM1	1617.649289786415	-71.25	18.16667	Provincia de Barahona	https://www.geonames.org/	GeoNames
DOM	DO	DOM.4_1	Dajabón	ADM1	1114.7337478624906	-71.58333	19.43333	Provincia de DajabÃ³n	https://www.geonames.org/	GeoNames
DOM	DO	DOM.6_1	Duarte	ADM1	1464.5785690071054	-70.33333	19.41667	Provincia de Hermanas Mirabal	https://www.geonames.org/	GeoNames
DOM	DO	DOM.6_1	Duarte	ADM1	1464.5785690071054	-70.08333	19.25	Provincia Duarte	https://www.geonames.org/	GeoNames
DOM	DO	DOM.7_1	El Seybo	ADM1	1850.6793621343784	-69.33333	18.83333	Provincia de Hato Mayor	https://www.geonames.org/	GeoNames
DOM	DO	DOM.7_1	El Seybo	ADM1	1850.6793621343784	-69.05	18.8	Provincia de El Seibo	https://www.geonames.org/	GeoNames
DOM	DO	DOM.9_1	Hato Mayor	ADM1	1380.190862905988	-69.33333	18.5	Provincia de San Pedro de MacorÃ­s	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.11_1	Bordj Bou Arréridj	ADM1	4046.387304721117	4.75	36.08333	Wilaya de Bordj Bou ArrÃ©ridj	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.12_1	Bouira	ADM1	4532.6843600623	3.91667	36.25	Wilaya de Bouira	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.13_1	Boumerdès	ADM1	1231.7841510685173	3.66667	36.75	Wilaya de Boumerdes	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.14_1	Chlef	ADM1	4308.959304440377	1.25	36.25	Wilaya de Chlef	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.15_1	Constantine	ADM1	2119.802004871029	6.66667	36.33333	Wilaya de Constantine	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.16_1	Djelfa	ADM1	35148.49416509874	3.66667	34.33333	Wilaya de Djelfa	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.17_1	El Bayadh	ADM1	68365.15956108016	1.16667	32.5	El Bayadh	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.18_1	El Oued	ADM1	46301.29397608265	7.23333	33.18333	El Oued	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.18_1	El Oued	ADM1	46301.29397608265	5.65989	33.91588	El Mghair	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.19_1	El Tarf	ADM1	2733.2303169019387	8.16667	36.75	El Tarf	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.1_1	Adrar	ADM1	475789.9878816199	-0.91667	26.73333	Adrar	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.1_1	Adrar	ADM1	475789.9878816199	-0.61869	23.25092	Bordj Badji Mokhtar	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.1_1	Adrar	ADM1	475789.9878816199	0.86559	29.72288	Timimoun	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.20_1	Ghardaïa	ADM1	75473.67082281334	3.51835	32.45586	Wilaya de GhardaÃ¯a	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.20_1	Ghardaïa	ADM1	75473.67082281334	3.00376	30.71909	El Menia	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.21_1	Guelma	ADM1	3783.8298199672354	7.41667	36.41667	Wilaya de Guelma	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.22_1	Illizi	ADM1	196083.74698750756	7.95	27.9	Illizi	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.22_1	Illizi	ADM1	196083.74698750756	9.32725	24.16724	Djanet	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.23_1	Jijel	ADM1	2406.968101092144	6	36.75	Wilaya de Jijel	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.24_1	Khenchela	ADM1	9856.029912776545	7	35	Wilaya de Khenchela	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.25_1	Laghouat	ADM1	27120.6911298967	2.66667	33.58333	Wilaya de Laghouat	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.26_1	M'Sila	ADM1	17652.54932338607	4.25	35.28333	Mâ€™sila	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.27_1	Mascara	ADM1	5773.905948995402	0.16667	35.41667	Wilaya de Mascara	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.28_1	Médéa	ADM1	9050.204354661868	3	36.08333	Wilaya de MÃ©dÃ©a	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.29_1	Mila	ADM1	3550.7663132296666	6.16667	36.41667	Wilaya de Mila	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.2_1	Aïn Defla	ADM1	4625.7654676816055	2.16667	36.16667	Wilaya de AÃ¯n Defla	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.30_1	Mostaganem	ADM1	2229.1827151843454	0.33333	36	Wilaya de Mostaganem	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.31_1	Naâma	ADM1	30768.955480086966	-0.83333	33.5	Wilaya de Naama	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.32_1	Oran	ADM1		-0.5	35.66667	Oran	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.33_1	Ouargla	ADM1	211120.86561221592	5.26667	30.68333	Wilaya de Ouargla	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.33_1	Ouargla	ADM1	211120.86561221592	6.34115	32.93315	Touggourt	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.34_1	Oum el Bouaghi	ADM1	6335.067857165139	7.08333	35.83333	Oum el Bouaghi	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.35_1	Relizane	ADM1	4904.7795481887915	0.91667	35.75	Wilaya de Relizane	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.36_1	Saïda	ADM1	9260.695221288506	0.33333	34.66667	Wilaya de SaÃ¯da	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.37_1	Sétif	ADM1	6192.08308519115	5.5	36.16667	Wilaya de SÃ©tif	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.38_1	Sidi Bel Abbès	ADM1	7637.62572957836	-0.5	34.83333	Wilaya de Sidi Bel AbbÃ¨s	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.39_1	Skikda	ADM1	4097.0319986166605	6.83333	36.75	Wilaya de Skikda	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.3_1	Aïn Témouchent	ADM1	1957.0427252280476	-1.08333	35.33333	Wilaya de AÃ¯n Temouchent	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.40_1	Souk Ahras	ADM1	4032.3476417774864	7.91667	36.16667	Wilaya de Souk Ahras	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.41_1	Tamanghasset	ADM1	609370.6450969626	5.18333	23.55	Wilaya de Tamanrasset	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.41_1	Tamanghasset	ADM1	609370.6450969626	4.50798	20.43821	In Guezzam	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.41_1	Tamanghasset	ADM1	609370.6450969626	3.42239	27.3357	In Salah	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.42_1	Tébessa	ADM1	13465.638314707856	7.83333	35	Wilaya de TÃ©bessa	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.43_1	Tiaret	ADM1	20277.49502478833	1.58333	34.91667	Wilaya de tiaret kabas	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.44_1	Tindouf	ADM1	152328.8633055661	-5.83333	27.41667	Wilaya de Tindouf	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.45_1	Tipaza	ADM1	1973.257981228199	2.41667	36.58333	Wilaya de Tipaza	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.46_1	Tissemsilt	ADM1	3023.2772082165984	1.75	35.75	Wilaya de Tissemsilt	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.47_1	Tizi Ouzou	ADM1	2826.0452165445276	4.25	36.75	Wilaya de Tizi Ouzou	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.48_1	Tlemcen	ADM1	9555.877708418557	-1.41667	34.66667	Wilaya de Tlemcen	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.4_1	Alger	ADM1	194.8191780958775	3	36.58333	Wilaya de Blida	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.4_1	Alger	ADM1	194.8191780958775	3.00957	36.74053	Wilaya dâ€™ Alger	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.5_1	Annaba	ADM1	1459.7645283874836	7.58333	36.83333	Annaba	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.6_1	Batna	ADM1	12055.30219343297	5.91667	35.5	Wilaya de Batna	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.7_1	Béchar	ADM1	165035.31115161662	-2.36701	31.65632	Wilaya de BÃ©char	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.7_1	Béchar	ADM1	165035.31115161662	-2.72001	29.47559	Beni Abbes	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.8_1	Béjaïa	ADM1	3541.5895601635275	4.91667	36.66667	Wilaya de BejaÃ¯a	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.9_1	Biskra	ADM1	20805.44110844203	5.91667	34.73333	Wilaya de Biskra	https://www.geonames.org/	GeoNames
DZA	DZ	DZA.9_1	Biskra	ADM1	20805.44110844203	4.81345	34.21429	Ouled Djellal	https://www.geonames.org/	GeoNames
ECU	EC	ECU.10_1	Guayas	ADM1	14981.202960583068	-79.83333	-2	Provincia del Guayas	https://www.geonames.org/	GeoNames
ECU	EC	ECU.11_1	Imbabura	ADM1		-78.32371	0.37631	Provincia de Imbabura	https://www.geonames.org/	GeoNames
ECU	EC	ECU.12_1	Loja	ADM1	11467.538703182296	-79.5	-4.16667	Provincia de Loja	https://www.geonames.org/	GeoNames
ECU	EC	ECU.13_1	Los Rios	ADM1	7125.551735716462	-79.58333	-1.41667	Provincia de Los RÃ­os	https://www.geonames.org/	GeoNames
ECU	EC	ECU.14_1	Manabi	ADM1	19258.95070606594	-80.08333	-0.66667	Provincia de ManabÃ­	https://www.geonames.org/	GeoNames
ECU	EC	ECU.15_1	Morona Santiago	ADM1	23444.36462719328	-77.91667	-2.5	Provincia de Morona-Santiago	https://www.geonames.org/	GeoNames
ECU	EC	ECU.16_1	Napo	ADM1	12575.9603133303	-77.83164	-0.62915	Provincia de Napo	https://www.geonames.org/	GeoNames
ECU	EC	ECU.17_1	Orellana	ADM1	21252.478219195196	-76.41667	-0.75	Provincia de Francisco de Orellana	https://www.geonames.org/	GeoNames
ECU	EC	ECU.18_1	Pastaza	ADM1	29129.953153566817	-76.83333	-1.66667	Provincia del Pastaza	https://www.geonames.org/	GeoNames
ECU	EC	ECU.19_1	Pichincha	ADM1	9377.598702651523	-78.5	-0.08333	Provincia de Pichincha	https://www.geonames.org/	GeoNames
ECU	EC	ECU.1_1	Azuay	ADM1	8631.009739204106	-79.33333	-3.08333	Provincia del Azuay	https://www.geonames.org/	GeoNames
ECU	EC	ECU.20_1	Santa Elena	ADM1	4174.988311208513	-80.58333	-2.08333	Provincia de Santa Elena	https://www.geonames.org/	GeoNames
ECU	EC	ECU.21_1	Santo Domingo de los Tsachilas	ADM1	3941.089762626811	-79.18577	-0.28945	Provincia de Santo Domingo de los TsÃ¡chilas	https://www.geonames.org/	GeoNames
ECU	EC	ECU.22_1	Sucumbios	ADM1	18089.098544016397	-76.86667	0.1	Provincia de SucumbÃ­os	https://www.geonames.org/	GeoNames
ECU	EC	ECU.23_1	Tungurahua	ADM1	3390.183450763417	-78.5	-1.25	Provincia del Tungurahua	https://www.geonames.org/	GeoNames
ECU	EC	ECU.24_1	Zamora Chinchipe	ADM1	10264.392351532042	-78.83333	-4.25	Provincia de Zamora-Chinchipe	https://www.geonames.org/	GeoNames
ECU	EC	ECU.2_1	Bolivar	ADM1	4097.537250433179	-79.08333	-1.58333	Provincia de BolÃ­var	https://www.geonames.org/	GeoNames
ECU	EC	ECU.3_1	Cañar	ADM1	4041.787623841212	-79	-2.5	Provincia del CaÃ±ar	https://www.geonames.org/	GeoNames
ECU	EC	ECU.4_1	Carchi	ADM1	3659.501926225757	-78.08333	0.75	Provincia del Carchi	https://www.geonames.org/	GeoNames
ECU	EC	ECU.5_1	Chimborazo	ADM1	5753.7931035802	-78.75	-1.91667	Provincia del Chimborazo	https://www.geonames.org/	GeoNames
ECU	EC	ECU.6_1	Cotopaxi	ADM1	5986.609632772096	-78.83333	-0.83333	Provincia de Cotopaxi	https://www.geonames.org/	GeoNames
ECU	EC	ECU.7_1	El Oro	ADM1	6206.532900115054	-79.83333	-3.5	Provincia de El Oro	https://www.geonames.org/	GeoNames
ECU	EC	ECU.8_1	Esmeraldas	ADM1	15867.211244757244	-79.25	0.83333	Provincia de Esmeraldas	https://www.geonames.org/	GeoNames
ECU	EC	ECU.9_1	Galápagos	ADM1	7713.325479756556	-90.87341	-0.67015	Provincia de GalÃ¡pagos	https://www.geonames.org/	GeoNames
EST	EE	EST.10_1	Põlva	ADM1	2255.034030124996	27.16667	58.08333	PÃµlvamaa	https://www.geonames.org/	GeoNames
EST	EE	EST.11_1	Rapla	ADM1	2929.9136064739705	24.7	58.96667	Raplamaa	https://www.geonames.org/	GeoNames
EST	EE	EST.12_1	Saare	ADM1	2981.602691645177	22.58333	58.41667	Saaremaa	https://www.geonames.org/	GeoNames
EST	EE	EST.13_1	Tartu	ADM1	3710.625405856617	26.72496	58.38065	Tartumaa	https://www.geonames.org/	GeoNames
EST	EE	EST.14_1	Valga	ADM1	2061.080112492865	26.16667	57.91667	Valgamaa	https://www.geonames.org/	GeoNames
EST	EE	EST.15_1	Viljandi	ADM1	3643.775628386325	25.56667	58.33333	Viljandimaa	https://www.geonames.org/	GeoNames
EST	EE	EST.16_1	Võru	ADM1	2444.1034980559043	26.93333	57.76667	VÃµrumaa	https://www.geonames.org/	GeoNames
EST	EE	EST.1_1	Harju	ADM1	4504.277428974403	24.83333	59.33333	Harjumaa	https://www.geonames.org/	GeoNames
EST	EE	EST.2_1	Hiiu	ADM1	1073.2727969408454	22.63333	58.9	Hiiumaa	https://www.geonames.org/	GeoNames
EST	EE	EST.3_1	Ida-Viru	ADM1	3907.2844926862863	27.41667	59.25	Ida-Virumaa	https://www.geonames.org/	GeoNames
EST	EE	EST.4_1	Järva	ADM1	2596.2092899880768	25.66667	58.91667	JÃ¤rvamaa	https://www.geonames.org/	GeoNames
EST	EE	EST.5_1	Jõgeva	ADM1	2964.283853804818	26.46667	58.73333	JÃµgevamaa	https://www.geonames.org/	GeoNames
EST	EE	EST.6_1	Lääne-Viru	ADM1	3503.328480971996	26.33333	59.25	LÃ¤Ã¤ne-Virumaa	https://www.geonames.org/	GeoNames
EST	EE	EST.7_1	Lääne	ADM1	2379.0724429627594	23.55	58.93333	LÃ¤Ã¤nemaa	https://www.geonames.org/	GeoNames
EST	EE	EST.8_1	Pärnu	ADM1	4865.179434858939	24.56667	58.46667	PÃ¤rnumaa	https://www.geonames.org/	GeoNames
EGY	EG	EGY.10_1	Al Minya	ADM1	19336.23539449768	30	28.1	Muá¸©ÄfazÌ§at al MinyÄ	https://www.geonames.org/	GeoNames
EGY	EG	EGY.11_1	Al Qahirah	ADM1	3132.758850488106	31.65	30.05	Cairo Governorate	https://www.geonames.org/	GeoNames
EGY	EG	EGY.12_1	Al Qalyubiyah	ADM1	1011.1273505986634	31.25	30.3	Muá¸©ÄfazÌ§at al QalyÅ«bÄ«yah	https://www.geonames.org/	GeoNames
EGY	EG	EGY.13_1	Al Uqsur	ADM1		32.75	25.8	Muá¸©ÄfazÌ§at QinÄ	https://www.geonames.org/	GeoNames
EGY	EG	EGY.13_1	Al Uqsur	ADM1		32.65	25.7	Luxor	https://www.geonames.org/	GeoNames
EGY	EG	EGY.14_1	Al Wadi al Jadid	ADM1	453139.1089757229	28.9	24.8	New Valley	https://www.geonames.org/	GeoNames
EGY	EG	EGY.15_1	As Suways	ADM1	9029.390782403749	32.3	29.7	As Suways	https://www.geonames.org/	GeoNames
EGY	EG	EGY.16_1	Ash Sharqiyah	ADM1	4917.445608297541	31.8	30.7	Muá¸©ÄfazÌ§at ash SharqÄ«yah	https://www.geonames.org/	GeoNames
EGY	EG	EGY.17_1	Aswan	ADM1	15554.864272854804	32.9	23.3	Muá¸©ÄfazÌ§at AswÄn	https://www.geonames.org/	GeoNames
EGY	EG	EGY.18_1	Asyut	ADM1	2601.9978477049126	31.1	27.2	Muá¸©ÄfazÌ§at AsyÅ«Å£	https://www.geonames.org/	GeoNames
EGY	EG	EGY.19_1	Bani Suwayf	ADM1	4790.8703518111415	30.6	28.9	Muá¸©ÄfazÌ§at BanÄ« Suwayf	https://www.geonames.org/	GeoNames
EGY	EG	EGY.1_1	Ad Daqahliyah	ADM1	3622.242891150595	31.75	31.35	Damietta Governorate	https://www.geonames.org/	GeoNames
EGY	EG	EGY.1_1	Ad Daqahliyah	ADM1	3622.242891150595	31.6	31.1	Muá¸©ÄfazÌ§at ad DaqahlÄ«yah	https://www.geonames.org/	GeoNames
EGY	EG	EGY.20_1	Bur Sa`id	ADM1	400.2609676992923	32.41926	31.12339	Muá¸©ÄfazÌ§at BÅ«r Saâ€˜Ä«d	https://www.geonames.org/	GeoNames
EGY	EG	EGY.22_1	Janub Sina'	ADM1	28964.413084661323	33.8	29	South Sinai Governorate	https://www.geonames.org/	GeoNames
EGY	EG	EGY.23_1	Kafr ash Shaykh	ADM1	3459.840170621853	30.9	31.3	Kafr ash Shaykh	https://www.geonames.org/	GeoNames
EGY	EG	EGY.24_1	Matrouh	ADM1	158819.17991027853	27.5	29.7	Muá¸©ÄfazÌ§at MaÅ£rÅ«á¸©	https://www.geonames.org/	GeoNames
EGY	EG	EGY.26_1	Shamal Sina'	ADM1	27263.339259531997	33.7	30.5	North Sinai	https://www.geonames.org/	GeoNames
EGY	EG	EGY.27_1	Suhaj	ADM1	2643.2100044359804	31.7	26.5	Muá¸©ÄfazÌ§at SÅ«hÄj	https://www.geonames.org/	GeoNames
EGY	EG	EGY.2_1	Al Bahr al Ahmar	ADM1	191409.3566420002	33.78845	27.18624	Red Sea Governorate	https://www.geonames.org/	GeoNames
EGY	EG	EGY.3_1	Al Buhayrah	ADM1	11763.61842283989	30.2	30.6	Beheira Governorate	https://www.geonames.org/	GeoNames
EGY	EG	EGY.4_1	Al Fayyum	ADM1	6003.733461108787	30.5	29.3	Muá¸©ÄfazÌ§at al FayyÅ«m	https://www.geonames.org/	GeoNames
EGY	EG	EGY.5_1	Al Gharbiyah	ADM1	1926.718241227559	31	30.9	Muá¸©ÄfazÌ§at al GharbÄ«yah	https://www.geonames.org/	GeoNames
EGY	EG	EGY.6_1	Al Iskandariyah	ADM1	2304.378158883582	29.75	31	Alexandria	https://www.geonames.org/	GeoNames
EGY	EG	EGY.7_1	Al Isma`iliyah	ADM1	5707.4349251149915	32.4	30.6	Ismailia Governorate	https://www.geonames.org/	GeoNames
EGY	EG	EGY.8_1	Al Jizah	ADM1	37552.287204468565	31.05286	29.99776	Muá¸©ÄfazÌ§at al JÄ«zah	https://www.geonames.org/	GeoNames
EGY	EG	EGY.9_1	Al Minufiyah	ADM1	1448.4247211977076	31	30.5	Muá¸©ÄfazÌ§at al MinÅ«fÄ«yah	https://www.geonames.org/	GeoNames
ESH	EH	ESH.4_1	Oued el Dahab	ADM1	75510.4579108021	-15.91782	23.75128	Dakhla-Oued Ed-Dahab	https://www.geonames.org/	GeoNames
ERI	ER	ERI.1_1	Maekel	ADM1		38.91667	15.33333	Maekel Region	https://www.geonames.org/	GeoNames
ERI	ER	ERI.2_1	Semenawi Keyih Bahri	ADM1	32948.54632611463	39	16	Northern Red Sea Region	https://www.geonames.org/	GeoNames
ERI	ER	ERI.3_1	Debubawi Keyih Bahri	ADM1	22409.44956501725	41.5	13.75	Southern Red Sea Region	https://www.geonames.org/	GeoNames
ERI	ER	ERI.4_1	Gash Barka	ADM1	33686.625767300124	37.5	15.25	Gash-Barka Region	https://www.geonames.org/	GeoNames
ERI	ER	ERI.5_1	Debub	ADM1	1561.4272686445313	38.83333	14.83333	Debub Region	https://www.geonames.org/	GeoNames
ERI	ER	ERI.6_1	Anseba	ADM1	22374.06973908297	37.5	16.5	Anseba Region	https://www.geonames.org/	GeoNames
ESP	ES	ESP.10_1	Comunidad Valenciana	ADM1	5808.136348118317	-0.75	39.5	Comunitat Valenciana	https://www.geonames.org/	GeoNames
ESP	ES	ESP.11_1	Extremadura	ADM1	21990.12731196348	-6.16667	39.16667	Extremadura	https://www.geonames.org/	GeoNames
ESP	ES	ESP.12_1	Galicia	ADM1	7935.806499567198	-7.86621	42.75508	Galicia	https://www.geonames.org/	GeoNames
ESP	ES	ESP.13_1	Islas Baleares	ADM1	5116.760458034501	2.90314	39.58876	Comunitat AutÃ²noma de les Illes Balears	https://www.geonames.org/	GeoNames
ESP	ES	ESP.14_1	Islas Canarias	ADM1	4048.7764525720486	-15.5	28	Canary Islands	https://www.geonames.org/	GeoNames
ESP	ES	ESP.15_1	La Rioja	ADM1	5331.777184382833	-2.5	42.3	La Rioja	https://www.geonames.org/	GeoNames
ESP	ES	ESP.16_1	País Vasco	ADM1	2893.8014161521437	-2.75	43	Euskal Autonomia Erkidegoa	https://www.geonames.org/	GeoNames
ESP	ES	ESP.17_1	Principado de Asturias	ADM1	10677.630537605275	-6	43.33333	Principality of Asturias	https://www.geonames.org/	GeoNames
ESP	ES	ESP.18_1	Región de Murcia	ADM1	11309.560487528186	-1.5	38	RegiÃ³n de Murcia	https://www.geonames.org/	GeoNames
ESP	ES	ESP.1_1	Andalucía	ADM1	8753.098152198074	-4.58333	37.5	Andalusia	https://www.geonames.org/	GeoNames
ESP	ES	ESP.2_1	Aragón	ADM1	15528.534866199248	-0.66667	41.5	Aragon	https://www.geonames.org/	GeoNames
ESP	ES	ESP.3_1	Cantabria	ADM1	5347.672500997643	-4.03333	43.2	Cantabria	https://www.geonames.org/	GeoNames
ESP	ES	ESP.4_1	Castilla-La Mancha	ADM1	14919.945764607186	-3	39.5	Castilla-La Mancha	https://www.geonames.org/	GeoNames
ESP	ES	ESP.5_1	Castilla y León	ADM1	8096.60217317186	-4.25	41.66667	Castilla y LeÃ³n	https://www.geonames.org/	GeoNames
ESP	ES	ESP.6_1	Cataluña	ADM1	7752.916461100694	1.63333	42.53333	Encamp	https://www.geonames.org/	GeoNames
ESP	ES	ESP.6_1	Cataluña	ADM1	7752.916461100694	1.86768	41.82046	Catalunya	https://www.geonames.org/	GeoNames
ESP	ES	ESP.8_1	Comunidad de Madrid	ADM1	8000.803359241547	-3.69063	40.42526	Comunidad de Madrid	https://www.geonames.org/	GeoNames
ESP	ES	ESP.9_1	Comunidad Foral de Navarra	ADM1	10093.484197302108	-1.66667	42.75	Navarra	https://www.geonames.org/	GeoNames
ETH	ET	ETH.10_1	Southern Nations, Nationalities	ADM1	114153.72628538893	36.7273	6.05862	Southern Nations, Nationalities, and People's Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.11_1	Tigray	ADM1	49212.842313561974	38.83333	14.16667	Tigray Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.1_1	Addis Abeba	ADM1	550.8964052093637	38.75	9	Addis Ababa	https://www.geonames.org/	GeoNames
ETH	ET	ETH.2_1	Afar	ADM1	94139.82427928914	41.5	12	Afar Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.3_1	Amhara	ADM1	156171.7060310059	38.5	11.5	Amhara Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.4_1	Benshangul-Gumaz	ADM1	50073.09622630227	35.5	11	Benishangul-Gumuz Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.5_1	Dire Dawa	ADM1	1059.3311193728036	42.014	9.567	Dire Dawa Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.6_1	Gambela Peoples	ADM1	25484.17710738241	34.5	7.83333	Gambela Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.8_1	Oromia	ADM1	325607.986837477	42.16667	9.25	Harari Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.8_1	Oromia	ADM1	325607.986837477	39	8	Oromiya Region	https://www.geonames.org/	GeoNames
ETH	ET	ETH.9_1	Somali	ADM1	310558.57231632405	44	7	Somali Region	https://www.geonames.org/	GeoNames
FIN	FI	FIN.1_1	Eastern Finland	ADM1	21391.294718049987	29.91667	62.83333	Pohjois-Karjala	https://www.geonames.org/	GeoNames
FIN	FI	FIN.1_1	Eastern Finland	ADM1	21391.294718049987	27.5	63.16667	Pohjois-Savo	https://www.geonames.org/	GeoNames
FIN	FI	FIN.1_1	Eastern Finland	ADM1	21391.294718049987	27.83333	61.75	Southern Savonia	https://www.geonames.org/	GeoNames
FIN	FI	FIN.1_1	Eastern Finland	ADM1	21391.294718049987	25.83333	61.25	Paijat-Hame Region	https://www.geonames.org/	GeoNames
FIN	FI	FIN.2_1	Lapland	ADM1	98273.0331983686	26.5	67.75	Lapland	https://www.geonames.org/	GeoNames
FIN	FI	FIN.3_1	Oulu	ADM1	24473.867831996853	28.5	64.5	Kainuu	https://www.geonames.org/	GeoNames
FIN	FI	FIN.3_1	Oulu	ADM1	24473.867831996853	26.41667	65	Pohjois-Pohjanmaa	https://www.geonames.org/	GeoNames
FIN	FI	FIN.4_1	Southern Finland	ADM1	5479.496589710007	28.16667	60.96667	South Karelia Region	https://www.geonames.org/	GeoNames
FIN	FI	FIN.4_1	Southern Finland	ADM1	5479.496589710007	26.91667	60.83333	Kymenlaakso	https://www.geonames.org/	GeoNames
FIN	FI	FIN.4_1	Southern Finland	ADM1	5479.496589710007	24.75	60.41667	Uusimaa	https://www.geonames.org/	GeoNames
FIN	FI	FIN.5_1	Western Finland	ADM1	19394.11128454254	24.08333	63.58333	Keski-Pohjanmaa	https://www.geonames.org/	GeoNames
FIN	FI	FIN.5_1	Western Finland	ADM1	19394.11128454254	22.16667	63.08333	Pohjanmaa	https://www.geonames.org/	GeoNames
